time,Hz
2022-09-17 00:03:07,49.95866
2022-09-17 00:03:08,49.95792
2022-09-17 00:03:09,49.95671
2022-09-17 00:03:10,49.95631
2022-09-17 00:03:11,49.9559
2022-09-17 00:03:12,49.9553
2022-09-17 00:03:13,49.95358
2022-09-17 00:03:14,49.95149
2022-09-17 00:03:15,49.9495
2022-09-17 00:03:16,49.95021
2022-09-17 00:03:17,49.95094
2022-09-17 00:03:18,49.94963
2022-09-17 00:03:19,49.94771
2022-09-17 00:03:20,49.94717
2022-09-17 00:03:21,49.9489
2022-09-17 00:03:22,49.94908
2022-09-17 00:03:23,49.94742
2022-09-17 00:03:24,49.9456
2022-09-17 00:03:25,49.94551
2022-09-17 00:03:26,49.94643
2022-09-17 00:03:27,49.94575
2022-09-17 00:03:28,49.94351
2022-09-17 00:03:29,49.9425
2022-09-17 00:03:30,49.94348
2022-09-17 00:03:31,49.94568
2022-09-17 00:03:32,49.9475
2022-09-17 00:03:33,49.94796
2022-09-17 00:03:34,49.94991
2022-09-17 00:03:35,49.9513
2022-09-17 00:03:36,49.95115
2022-09-17 00:03:37,49.94939
2022-09-17 00:03:38,49.94771
2022-09-17 00:03:39,49.94667
2022-09-17 00:03:40,49.94395
2022-09-17 00:03:41,49.9419
2022-09-17 00:03:42,49.93993
2022-09-17 00:03:43,49.93909
2022-09-17 00:03:44,49.94039
2022-09-17 00:03:45,49.94284
2022-09-17 00:03:46,49.94516
2022-09-17 00:03:47,49.94602
2022-09-17 00:03:48,49.94627
2022-09-17 00:03:49,49.94706
2022-09-17 00:03:50,49.9472
2022-09-17 00:03:51,49.94716
2022-09-17 00:03:52,49.94606
2022-09-17 00:03:53,49.9444
2022-09-17 00:03:54,49.94278
2022-09-17 00:03:55,49.9422
2022-09-17 00:03:56,49.94131
2022-09-17 00:03:57,49.94083
2022-09-17 00:03:58,49.94119
2022-09-17 00:03:59,49.94177
2022-09-17 00:04:00,49.94213
2022-09-17 00:04:01,49.94232
2022-09-17 00:04:02,49.94262
2022-09-17 00:04:03,49.94308
2022-09-17 00:04:04,49.94427
2022-09-17 00:04:05,49.94417
2022-09-17 00:04:06,49.94315
2022-09-17 00:04:07,49.9423
2022-09-17 00:04:08,49.94161
2022-09-17 00:04:09,49.94151
2022-09-17 00:04:10,49.941472
2022-09-17 00:04:11,49.94165
2022-09-17 00:04:12,49.94069
2022-09-17 00:04:13,49.94102
2022-09-17 00:04:14,49.94327
2022-09-17 00:04:15,49.94469
2022-09-17 00:04:16,49.9438
2022-09-17 00:04:17,49.94446
2022-09-17 00:04:18,49.94705
2022-09-17 00:04:19,49.949076
2022-09-17 00:04:20,49.95
2022-09-17 00:04:21,49.94868
2022-09-17 00:04:22,49.94833
2022-09-17 00:04:23,49.94893
2022-09-17 00:04:24,49.94984
2022-09-17 00:04:25,49.94856
2022-09-17 00:04:26,49.94726
2022-09-17 00:04:27,49.94642
2022-09-17 00:04:28,49.94705
2022-09-17 00:04:29,49.947276
2022-09-17 00:04:30,49.94676
2022-09-17 00:04:31,49.946
2022-09-17 00:04:32,49.94702
2022-09-17 00:04:33,49.94761
2022-09-17 00:04:34,49.94834
2022-09-17 00:04:35,49.94799
2022-09-17 00:04:36,49.94711
2022-09-17 00:04:37,49.94557
2022-09-17 00:04:38,49.9454
2022-09-17 00:04:39,49.94557
2022-09-17 00:04:40,49.9452
2022-09-17 00:04:41,49.94408
2022-09-17 00:04:42,49.94352
2022-09-17 00:04:43,49.94461
2022-09-17 00:04:44,49.945664
2022-09-17 00:04:45,49.9462
2022-09-17 00:04:46,49.94726
2022-09-17 00:04:47,49.94844
2022-09-17 00:04:48,49.95061
2022-09-17 00:04:49,49.9528
2022-09-17 00:04:50,49.954
2022-09-17 00:04:51,49.95369
2022-09-17 00:04:52,49.95457
2022-09-17 00:04:53,49.95531
2022-09-17 00:04:54,49.95592
2022-09-17 00:04:55,49.95572
2022-09-17 00:04:56,49.95475
2022-09-17 00:04:57,49.95589
2022-09-17 00:04:58,49.9578
2022-09-17 00:04:59,49.9584
2022-09-17 00:05:00,49.95759
2022-09-17 00:05:01,49.95686
2022-09-17 00:05:02,49.9567
2022-09-17 00:05:03,49.95591
2022-09-17 00:05:04,49.95411
2022-09-17 00:05:05,49.95168
2022-09-17 00:05:06,49.95039
2022-09-17 00:05:07,49.95083
2022-09-17 00:05:08,49.9512
2022-09-17 00:05:09,49.95058
2022-09-17 00:05:10,49.94905
2022-09-17 00:05:11,49.94967
2022-09-17 00:05:12,49.95184
2022-09-17 00:05:13,49.95275
2022-09-17 00:05:14,49.95142
2022-09-17 00:05:15,49.95141
2022-09-17 00:05:16,49.95315
2022-09-17 00:05:17,49.95504
2022-09-17 00:05:18,49.95397
2022-09-17 00:05:19,49.95246
2022-09-17 00:05:20,49.95186
2022-09-17 00:05:21,49.95176
2022-09-17 00:05:22,49.94947
2022-09-17 00:05:23,49.947
2022-09-17 00:05:24,49.94537
2022-09-17 00:05:25,49.9466
2022-09-17 00:05:26,49.94877
2022-09-17 00:05:27,49.95107
2022-09-17 00:05:28,49.95172
2022-09-17 00:05:29,49.95343
2022-09-17 00:05:30,49.9558
2022-09-17 00:05:31,49.95671
2022-09-17 00:05:32,49.95624
2022-09-17 00:05:33,49.95687
2022-09-17 00:05:34,49.95774
2022-09-17 00:05:35,49.95702
2022-09-17 00:05:36,49.95645
2022-09-17 00:05:37,49.95677
2022-09-17 00:05:38,49.95714
2022-09-17 00:05:39,49.95932
2022-09-17 00:05:40,49.96228
2022-09-17 00:05:41,49.96437
2022-09-17 00:05:42,49.96619
2022-09-17 00:05:43,49.96624
2022-09-17 00:05:44,49.96573
2022-09-17 00:05:45,49.96555
2022-09-17 00:05:46,49.96533
2022-09-17 00:05:47,49.96438
2022-09-17 00:05:48,49.9636
2022-09-17 00:05:49,49.96252
2022-09-17 00:05:50,49.96185
2022-09-17 00:05:51,49.96054
2022-09-17 00:05:52,49.95898
2022-09-17 00:05:53,49.95852
2022-09-17 00:05:54,49.95909
2022-09-17 00:05:55,49.95899
2022-09-17 00:05:56,49.95824
2022-09-17 00:05:57,49.958
2022-09-17 00:05:58,49.9586
2022-09-17 00:05:59,49.96034
2022-09-17 00:06:00,49.961
2022-09-17 00:06:01,49.96055
2022-09-17 00:06:02,49.9601
2022-09-17 00:06:03,49.95873
2022-09-17 00:06:04,49.95702
2022-09-17 00:06:05,49.95545
2022-09-17 00:06:06,49.95369
2022-09-17 00:06:07,49.95354
2022-09-17 00:06:08,49.95432
2022-09-17 00:06:09,49.95571
2022-09-17 00:06:10,49.9567
2022-09-17 00:06:11,49.9564
2022-09-17 00:06:12,49.9561
2022-09-17 00:06:13,49.95693
2022-09-17 00:06:14,49.95874
2022-09-17 00:06:15,49.9591
2022-09-17 00:06:16,49.95845
2022-09-17 00:06:17,49.95748
2022-09-17 00:06:18,49.95684
2022-09-17 00:06:19,49.95696
2022-09-17 00:06:20,49.957
2022-09-17 00:06:21,49.95696
2022-09-17 00:06:22,49.95698
2022-09-17 00:06:23,49.9581
2022-09-17 00:06:24,49.9606
2022-09-17 00:06:25,49.96266
2022-09-17 00:06:26,49.96294
2022-09-17 00:06:27,49.96417
2022-09-17 00:06:28,49.96573
2022-09-17 00:06:29,49.96751
2022-09-17 00:06:30,49.96825
2022-09-17 00:06:31,49.96779
2022-09-17 00:06:32,49.96711
2022-09-17 00:06:33,49.9678
2022-09-17 00:06:34,49.96746
2022-09-17 00:06:35,49.9654
2022-09-17 00:06:36,49.9635
2022-09-17 00:06:37,49.96206
2022-09-17 00:06:38,49.96202
2022-09-17 00:06:39,49.96223
2022-09-17 00:06:40,49.96204
2022-09-17 00:06:41,49.96293
2022-09-17 00:06:42,49.96453
2022-09-17 00:06:43,49.96704
2022-09-17 00:06:44,49.96982
2022-09-17 00:06:45,49.97291
2022-09-17 00:06:46,49.97416
2022-09-17 00:06:47,49.97468
2022-09-17 00:06:48,49.97649
2022-09-17 00:06:49,49.9766
2022-09-17 00:06:50,49.9746
2022-09-17 00:06:51,49.97325
2022-09-17 00:06:52,49.97408
2022-09-17 00:06:53,49.975882
2022-09-17 00:06:54,49.97524
2022-09-17 00:06:55,49.97384
2022-09-17 00:06:56,49.9727
2022-09-17 00:06:57,49.97364
2022-09-17 00:06:58,49.97498
2022-09-17 00:06:59,49.97372
2022-09-17 00:07:00,49.9702
2022-09-17 00:07:01,49.96688
2022-09-17 00:07:02,49.9663
2022-09-17 00:07:03,49.96578
2022-09-17 00:07:04,49.9639
2022-09-17 00:07:05,49.963094
2022-09-17 00:07:06,49.96481
2022-09-17 00:07:07,49.9683
2022-09-17 00:07:08,49.97172
2022-09-17 00:07:09,49.97416
2022-09-17 00:07:10,49.97661
2022-09-17 00:07:11,49.97863
2022-09-17 00:07:12,49.9807
2022-09-17 00:07:13,49.98006
2022-09-17 00:07:14,49.9776
2022-09-17 00:07:15,49.97586
2022-09-17 00:07:16,49.97604
2022-09-17 00:07:17,49.97457
2022-09-17 00:07:18,49.97272
2022-09-17 00:07:19,49.97058
2022-09-17 00:07:20,49.97103
2022-09-17 00:07:21,49.97303
2022-09-17 00:07:22,49.97365
2022-09-17 00:07:23,49.97235
2022-09-17 00:07:24,49.97264
2022-09-17 00:07:25,49.97525
2022-09-17 00:07:26,49.97717
2022-09-17 00:07:27,49.97758
2022-09-17 00:07:28,49.97707
2022-09-17 00:07:29,49.97713
2022-09-17 00:07:30,49.97871
2022-09-17 00:07:31,49.9798
2022-09-17 00:07:32,49.97892
2022-09-17 00:07:33,49.97756
2022-09-17 00:07:34,49.97775
2022-09-17 00:07:35,49.9798
2022-09-17 00:07:36,49.98229
2022-09-17 00:07:37,49.98408
2022-09-17 00:07:38,49.98366
2022-09-17 00:07:39,49.98468
2022-09-17 00:07:40,49.98527
2022-09-17 00:07:41,49.98538
2022-09-17 00:07:42,49.98484
2022-09-17 00:07:43,49.98405
2022-09-17 00:07:44,49.98337
2022-09-17 00:07:45,49.98343
2022-09-17 00:07:46,49.98516
2022-09-17 00:07:47,49.9859
2022-09-17 00:07:48,49.98479
2022-09-17 00:07:49,49.98384
2022-09-17 00:07:50,49.98513
2022-09-17 00:07:51,49.98596
2022-09-17 00:07:52,49.98436
2022-09-17 00:07:53,49.98265
2022-09-17 00:07:54,49.98195
2022-09-17 00:07:55,49.98248
2022-09-17 00:07:56,49.98193
2022-09-17 00:07:57,49.98059
2022-09-17 00:07:58,49.97917
2022-09-17 00:07:59,49.97866
2022-09-17 00:08:00,49.97928
2022-09-17 00:08:01,49.97756
2022-09-17 00:08:02,49.97568
2022-09-17 00:08:03,49.97483
2022-09-17 00:08:04,49.97623
2022-09-17 00:08:05,49.97989
2022-09-17 00:08:06,49.98251
2022-09-17 00:08:07,49.9825
2022-09-17 00:08:08,49.9836
2022-09-17 00:08:09,49.98599
2022-09-17 00:08:10,49.98759
2022-09-17 00:08:11,49.9868
2022-09-17 00:08:12,49.98472
2022-09-17 00:08:13,49.9839
2022-09-17 00:08:14,49.98501
2022-09-17 00:08:15,49.98599
2022-09-17 00:08:16,49.98468
2022-09-17 00:08:17,49.983962
2022-09-17 00:08:18,49.984298
2022-09-17 00:08:19,49.98588
2022-09-17 00:08:20,49.98783
2022-09-17 00:08:21,49.98645
2022-09-17 00:08:22,49.98485
2022-09-17 00:08:23,49.9854
2022-09-17 00:08:24,49.98748
2022-09-17 00:08:25,49.98827
2022-09-17 00:08:26,49.98819
2022-09-17 00:08:27,49.9889
2022-09-17 00:08:28,49.9899
2022-09-17 00:08:29,49.98946
2022-09-17 00:08:30,49.98841
2022-09-17 00:08:31,49.98777
2022-09-17 00:08:32,49.988
2022-09-17 00:08:33,49.9892
2022-09-17 00:08:34,49.98948
2022-09-17 00:08:35,49.9884
2022-09-17 00:08:36,49.9883
2022-09-17 00:08:37,49.99008
2022-09-17 00:08:38,49.9922
2022-09-17 00:08:39,49.99255
2022-09-17 00:08:40,49.99037
2022-09-17 00:08:41,49.9896
2022-09-17 00:08:42,49.98921
2022-09-17 00:08:43,49.98856
2022-09-17 00:08:44,49.98615
2022-09-17 00:08:45,49.98326
2022-09-17 00:08:46,49.980714
2022-09-17 00:08:47,49.98236
2022-09-17 00:08:48,49.98469
2022-09-17 00:08:49,49.98549
2022-09-17 00:08:50,49.98558
2022-09-17 00:08:51,49.98672
2022-09-17 00:08:52,49.98793
2022-09-17 00:08:53,49.98784
2022-09-17 00:08:54,49.98596
2022-09-17 00:08:55,49.98396
2022-09-17 00:08:56,49.98228
2022-09-17 00:08:57,49.98121
2022-09-17 00:08:58,49.97988
2022-09-17 00:08:59,49.97776
2022-09-17 00:09:00,49.97533
2022-09-17 00:09:01,49.97501
2022-09-17 00:09:02,49.977598
2022-09-17 00:09:03,49.97853
2022-09-17 00:09:04,49.97668
2022-09-17 00:09:05,49.97621
2022-09-17 00:09:06,49.9784
2022-09-17 00:09:07,49.98071
2022-09-17 00:09:08,49.98105
2022-09-17 00:09:09,49.97989
2022-09-17 00:09:10,49.97914
2022-09-17 00:09:11,49.97871
2022-09-17 00:09:12,49.97836
2022-09-17 00:09:13,49.97821
2022-09-17 00:09:14,49.97818
2022-09-17 00:09:15,49.97906
2022-09-17 00:09:16,49.98035
2022-09-17 00:09:17,49.98249
2022-09-17 00:09:18,49.98377
2022-09-17 00:09:19,49.9851
2022-09-17 00:09:20,49.98588
2022-09-17 00:09:21,49.98721
2022-09-17 00:09:22,49.9886
2022-09-17 00:09:23,49.98928
2022-09-17 00:09:24,49.98899
2022-09-17 00:09:25,49.98769
2022-09-17 00:09:26,49.98776
2022-09-17 00:09:27,49.98913
2022-09-17 00:09:28,49.99006
2022-09-17 00:09:29,49.989704
2022-09-17 00:09:30,49.9892
2022-09-17 00:09:31,49.98972
2022-09-17 00:09:32,49.98977
2022-09-17 00:09:33,49.99044
2022-09-17 00:09:34,49.9922
2022-09-17 00:09:35,49.99473
2022-09-17 00:09:36,49.99559
2022-09-17 00:09:37,49.99553
2022-09-17 00:09:38,49.99552
2022-09-17 00:09:39,49.99479
2022-09-17 00:09:40,49.9949
2022-09-17 00:09:41,49.99416
2022-09-17 00:09:42,49.99275
2022-09-17 00:09:43,49.99272
2022-09-17 00:09:44,49.99386
2022-09-17 00:09:45,49.99584
2022-09-17 00:09:46,49.99779
2022-09-17 00:09:47,49.99853
2022-09-17 00:09:48,49.99938
2022-09-17 00:09:49,50.00124
2022-09-17 00:09:50,50.0021
2022-09-17 00:09:51,50.0008
2022-09-17 00:09:52,49.99846
2022-09-17 00:09:53,49.99621
2022-09-17 00:09:54,49.99385
2022-09-17 00:09:55,49.99097
2022-09-17 00:09:56,49.9883
2022-09-17 00:09:57,49.98684
2022-09-17 00:09:58,49.98601
2022-09-17 00:09:59,49.98489
2022-09-17 00:10:00,49.98422
2022-09-17 00:10:01,49.98376
2022-09-17 00:10:02,49.98236
2022-09-17 00:10:03,49.98137
2022-09-17 00:10:04,49.98236
2022-09-17 00:10:05,49.98298
2022-09-17 00:10:06,49.98196
2022-09-17 00:10:07,49.98156
2022-09-17 00:10:08,49.981
2022-09-17 00:10:09,49.981
2022-09-17 00:10:10,49.9808
2022-09-17 00:10:11,49.98094
2022-09-17 00:10:12,49.9822
2022-09-17 00:10:13,49.9839
2022-09-17 00:10:14,49.98549
2022-09-17 00:10:15,49.9865
2022-09-17 00:10:16,49.986898
2022-09-17 00:10:17,49.98774
2022-09-17 00:10:18,49.9886
2022-09-17 00:10:19,49.98881
2022-09-17 00:10:20,49.98804
2022-09-17 00:10:21,49.98704
2022-09-17 00:10:22,49.98599
2022-09-17 00:10:23,49.98479
2022-09-17 00:10:24,49.9845
2022-09-17 00:10:25,49.98383
2022-09-17 00:10:26,49.98184
2022-09-17 00:10:27,49.9811
2022-09-17 00:10:28,49.98252
2022-09-17 00:10:29,49.9838
2022-09-17 00:10:30,49.98271
2022-09-17 00:10:31,49.9812
2022-09-17 00:10:32,49.98015
2022-09-17 00:10:33,49.98042
2022-09-17 00:10:34,49.98094
2022-09-17 00:10:35,49.98077
2022-09-17 00:10:36,49.97919
2022-09-17 00:10:37,49.97756
2022-09-17 00:10:38,49.97753
2022-09-17 00:10:39,49.97762
2022-09-17 00:10:40,49.97716
2022-09-17 00:10:41,49.97745
2022-09-17 00:10:42,49.97968
2022-09-17 00:10:43,49.98277
2022-09-17 00:10:44,49.9852
2022-09-17 00:10:45,49.98664
2022-09-17 00:10:46,49.98718
2022-09-17 00:10:47,49.98872
2022-09-17 00:10:48,49.98962
2022-09-17 00:10:49,49.99182
2022-09-17 00:10:50,49.99357
2022-09-17 00:10:51,49.99404
2022-09-17 00:10:52,49.99404
2022-09-17 00:10:53,49.99377
2022-09-17 00:10:54,49.99367
2022-09-17 00:10:55,49.99297
2022-09-17 00:10:56,49.99214
2022-09-17 00:10:57,49.99249
2022-09-17 00:10:58,49.9924
2022-09-17 00:10:59,49.99168
2022-09-17 00:11:00,49.99049
2022-09-17 00:11:01,49.98909
2022-09-17 00:11:02,49.98707
2022-09-17 00:11:03,49.98553
2022-09-17 00:11:04,49.9846
2022-09-17 00:11:05,49.9841
2022-09-17 00:11:06,49.98405
2022-09-17 00:11:07,49.98311
2022-09-17 00:11:08,49.98325
2022-09-17 00:11:09,49.98412
2022-09-17 00:11:10,49.98438
2022-09-17 00:11:11,49.9847
2022-09-17 00:11:12,49.9857
2022-09-17 00:11:13,49.98776
2022-09-17 00:11:14,49.98955
2022-09-17 00:11:15,49.98945
2022-09-17 00:11:16,49.98908
2022-09-17 00:11:17,49.98853
2022-09-17 00:11:18,49.98759
2022-09-17 00:11:19,49.98536
2022-09-17 00:11:20,49.98251
2022-09-17 00:11:21,49.98063
2022-09-17 00:11:22,49.98012
2022-09-17 00:11:23,49.97994
2022-09-17 00:11:24,49.97902
2022-09-17 00:11:25,49.97918
2022-09-17 00:11:26,49.98025
2022-09-17 00:11:27,49.98063
2022-09-17 00:11:28,49.981
2022-09-17 00:11:29,49.98224
2022-09-17 00:11:30,49.98432
2022-09-17 00:11:31,49.98687
2022-09-17 00:11:32,49.98801
2022-09-17 00:11:33,49.98797
2022-09-17 00:11:34,49.9866
2022-09-17 00:11:35,49.98541
2022-09-17 00:11:36,49.98449
2022-09-17 00:11:37,49.98446
2022-09-17 00:11:38,49.98465
2022-09-17 00:11:39,49.98568
2022-09-17 00:11:40,49.9878
2022-09-17 00:11:41,49.98997
2022-09-17 00:11:42,49.99098
2022-09-17 00:11:43,49.99165
2022-09-17 00:11:44,49.9922
2022-09-17 00:11:45,49.99242
2022-09-17 00:11:46,49.99186
2022-09-17 00:11:47,49.99105
2022-09-17 00:11:48,49.98974
2022-09-17 00:11:49,49.98873
2022-09-17 00:11:50,49.98952
2022-09-17 00:11:51,49.991
2022-09-17 00:11:52,49.992552
2022-09-17 00:11:53,49.99479
2022-09-17 00:11:54,49.99651
2022-09-17 00:11:55,49.99957
2022-09-17 00:11:56,50.00306
2022-09-17 00:11:57,50.0059
2022-09-17 00:11:58,50.0076
2022-09-17 00:11:59,50.00929
2022-09-17 00:12:00,50.01164
2022-09-17 00:12:01,50.012432
2022-09-17 00:12:02,50.01168
2022-09-17 00:12:03,50.01243
2022-09-17 00:12:04,50.01183
2022-09-17 00:12:05,50.01196
2022-09-17 00:12:06,50.01191
2022-09-17 00:12:07,50.01115
2022-09-17 00:12:08,50.01065
2022-09-17 00:12:09,50.0113
2022-09-17 00:12:10,50.01491
2022-09-17 00:12:11,50.0182
2022-09-17 00:12:12,50.019314
2022-09-17 00:12:13,50.02108
2022-09-17 00:12:14,50.02259
2022-09-17 00:12:15,50.02306
2022-09-17 00:12:16,50.02252
2022-09-17 00:12:17,50.0203
2022-09-17 00:12:18,50.01897
2022-09-17 00:12:19,50.01812
2022-09-17 00:12:20,50.01782
2022-09-17 00:12:21,50.01566
2022-09-17 00:12:22,50.01424
2022-09-17 00:12:23,50.01407
2022-09-17 00:12:24,50.01433
2022-09-17 00:12:25,50.01336
2022-09-17 00:12:26,50.012
2022-09-17 00:12:27,50.01135
2022-09-17 00:12:28,50.01068
2022-09-17 00:12:29,50.010716
2022-09-17 00:12:30,50.01028
2022-09-17 00:12:31,50.00868
2022-09-17 00:12:32,50.006172
2022-09-17 00:12:33,50.006142
2022-09-17 00:12:34,50.00671
2022-09-17 00:12:35,50.00579
2022-09-17 00:12:36,50.00404
2022-09-17 00:12:37,50.0033
2022-09-17 00:12:38,50.00503
2022-09-17 00:12:39,50.00701
2022-09-17 00:12:40,50.0071
2022-09-17 00:12:41,50.0081
2022-09-17 00:12:42,50.00967
2022-09-17 00:12:43,50.01087
2022-09-17 00:12:44,50.01071
2022-09-17 00:12:45,50.00912
2022-09-17 00:12:46,50.00879
2022-09-17 00:12:47,50.00942
2022-09-17 00:12:48,50.01008
2022-09-17 00:12:49,50.00876
2022-09-17 00:12:50,50.00784
2022-09-17 00:12:51,50.00882
2022-09-17 00:12:52,50.0106
2022-09-17 00:12:53,50.01081
2022-09-17 00:12:54,50.00942
2022-09-17 00:12:55,50.01008
2022-09-17 00:12:56,50.01234
