time,Hz
2022-09-17 05:03:56,49.98051
2022-09-17 05:03:57,49.98035
2022-09-17 05:03:58,49.98072
2022-09-17 05:03:59,49.98157
2022-09-17 05:04:00,49.98341
2022-09-17 05:04:01,49.98559
2022-09-17 05:04:02,49.986646
2022-09-17 05:04:03,49.98704
2022-09-17 05:04:04,49.9885
2022-09-17 05:04:05,49.98952
2022-09-17 05:04:06,49.99033
2022-09-17 05:04:07,49.98992
2022-09-17 05:04:08,49.98856
2022-09-17 05:04:09,49.98781
2022-09-17 05:04:10,49.98811
2022-09-17 05:04:11,49.98937
2022-09-17 05:04:12,49.98934
2022-09-17 05:04:13,49.99003
2022-09-17 05:04:14,49.99229
2022-09-17 05:04:15,49.99268
2022-09-17 05:04:16,49.99307
2022-09-17 05:04:17,49.9937
2022-09-17 05:04:18,49.9948
2022-09-17 05:04:19,49.99626
2022-09-17 05:04:20,49.99718
2022-09-17 05:04:21,49.99661
2022-09-17 05:04:22,49.99533
2022-09-17 05:04:23,49.99389
2022-09-17 05:04:24,49.99152
2022-09-17 05:04:25,49.9892
2022-09-17 05:04:26,49.9886
2022-09-17 05:04:27,49.98896
2022-09-17 05:04:28,49.98784
2022-09-17 05:04:29,49.98545
2022-09-17 05:04:30,49.98284
2022-09-17 05:04:31,49.98129
2022-09-17 05:04:32,49.97978
2022-09-17 05:04:33,49.97824
2022-09-17 05:04:34,49.97824
2022-09-17 05:04:35,49.9794
2022-09-17 05:04:36,49.97867
2022-09-17 05:04:37,49.97634
2022-09-17 05:04:38,49.97489
2022-09-17 05:04:39,49.97503
2022-09-17 05:04:40,49.97568
2022-09-17 05:04:41,49.976378
2022-09-17 05:04:42,49.97695
2022-09-17 05:04:43,49.97877
2022-09-17 05:04:44,49.98035
2022-09-17 05:04:45,49.98085
2022-09-17 05:04:46,49.98173
2022-09-17 05:04:47,49.98263
2022-09-17 05:04:48,49.9839
2022-09-17 05:04:49,49.98343
2022-09-17 05:04:50,49.98236
2022-09-17 05:04:51,49.98289
2022-09-17 05:04:52,49.98392
2022-09-17 05:04:53,49.98463
2022-09-17 05:04:54,49.98508
2022-09-17 05:04:55,49.98536
2022-09-17 05:04:56,49.9848
2022-09-17 05:04:57,49.98405
2022-09-17 05:04:58,49.98489
2022-09-17 05:04:59,49.98474
2022-09-17 05:05:00,49.98485
2022-09-17 05:05:01,49.98522
2022-09-17 05:05:02,49.98588
2022-09-17 05:05:03,49.98734
2022-09-17 05:05:04,49.98785
2022-09-17 05:05:05,49.98877
2022-09-17 05:05:06,49.99025
2022-09-17 05:05:07,49.9911
2022-09-17 05:05:08,49.99241
2022-09-17 05:05:09,49.9931
2022-09-17 05:05:10,49.99308
2022-09-17 05:05:11,49.99194
2022-09-17 05:05:12,49.99057
2022-09-17 05:05:13,49.9896
2022-09-17 05:05:14,49.98815
2022-09-17 05:05:15,49.98819
2022-09-17 05:05:16,49.9879
2022-09-17 05:05:17,49.9886
2022-09-17 05:05:18,49.9899
2022-09-17 05:05:19,49.98973
2022-09-17 05:05:20,49.98952
2022-09-17 05:05:21,49.98987
2022-09-17 05:05:22,49.99027
2022-09-17 05:05:23,49.99062
2022-09-17 05:05:24,49.98921
2022-09-17 05:05:25,49.98664
2022-09-17 05:05:26,49.98462
2022-09-17 05:05:27,49.98338
2022-09-17 05:05:28,49.98143
2022-09-17 05:05:29,49.98047
2022-09-17 05:05:30,49.98105
2022-09-17 05:05:31,49.98309
2022-09-17 05:05:32,49.98616
2022-09-17 05:05:33,49.98667
2022-09-17 05:05:34,49.98556
2022-09-17 05:05:35,49.98628
2022-09-17 05:05:36,49.98722
2022-09-17 05:05:37,49.98661
2022-09-17 05:05:38,49.98449
2022-09-17 05:05:39,49.98173
2022-09-17 05:05:40,49.98052
2022-09-17 05:05:41,49.97947
2022-09-17 05:05:42,49.97781
2022-09-17 05:05:43,49.97504
2022-09-17 05:05:44,49.97193
2022-09-17 05:05:45,49.97229
2022-09-17 05:05:46,49.97382
2022-09-17 05:05:47,49.97388
2022-09-17 05:05:48,49.97274
2022-09-17 05:05:49,49.97269
2022-09-17 05:05:50,49.97332
2022-09-17 05:05:51,49.9732
2022-09-17 05:05:52,49.9739
2022-09-17 05:05:53,49.97267
2022-09-17 05:05:54,49.97292
2022-09-17 05:05:55,49.97365
2022-09-17 05:05:56,49.97329
2022-09-17 05:05:57,49.97186
2022-09-17 05:05:58,49.9714
2022-09-17 05:05:59,49.97224
2022-09-17 05:06:00,49.97378
2022-09-17 05:06:01,49.97514
2022-09-17 05:06:02,49.97493
2022-09-17 05:06:03,49.97501
2022-09-17 05:06:04,49.97942
2022-09-17 05:06:05,49.98273
2022-09-17 05:06:06,49.98451
2022-09-17 05:06:07,49.9871
2022-09-17 05:06:08,49.989072
2022-09-17 05:06:09,49.9903
2022-09-17 05:06:10,49.99203
2022-09-17 05:06:11,49.9929
2022-09-17 05:06:12,49.9925
2022-09-17 05:06:13,49.99367
2022-09-17 05:06:14,49.99513
2022-09-17 05:06:15,49.99574
2022-09-17 05:06:16,49.99482
2022-09-17 05:06:17,49.99356
2022-09-17 05:06:18,49.99178
2022-09-17 05:06:19,49.98971
2022-09-17 05:06:20,49.9877
2022-09-17 05:06:21,49.98601
2022-09-17 05:06:22,49.98517
2022-09-17 05:06:23,49.9844
2022-09-17 05:06:24,49.9843
2022-09-17 05:06:25,49.9853
2022-09-17 05:06:26,49.98691
2022-09-17 05:06:27,49.98791
2022-09-17 05:06:28,49.98761
2022-09-17 05:06:29,49.987756
2022-09-17 05:06:30,49.98847
2022-09-17 05:06:31,49.99099
2022-09-17 05:06:32,49.99396
2022-09-17 05:06:33,49.99635
2022-09-17 05:06:34,49.9985
2022-09-17 05:06:35,49.99802
2022-09-17 05:06:36,49.99754
2022-09-17 05:06:37,49.99714
2022-09-17 05:06:38,49.99766
2022-09-17 05:06:39,49.9968
2022-09-17 05:06:40,49.99529
2022-09-17 05:06:41,49.99531
2022-09-17 05:06:42,49.99434
2022-09-17 05:06:43,49.9932
2022-09-17 05:06:44,49.9912
2022-09-17 05:06:45,49.98773
2022-09-17 05:06:46,49.98765
2022-09-17 05:06:47,49.98846
2022-09-17 05:06:48,49.98756
2022-09-17 05:06:49,49.98589
2022-09-17 05:06:50,49.98509
2022-09-17 05:06:51,49.98644
2022-09-17 05:06:52,49.98748
2022-09-17 05:06:53,49.98915
2022-09-17 05:06:54,49.987852
2022-09-17 05:06:55,49.98768
2022-09-17 05:06:56,49.98964
2022-09-17 05:06:57,49.99021
2022-09-17 05:06:58,49.989008
2022-09-17 05:06:59,49.98788
2022-09-17 05:07:00,49.98769
2022-09-17 05:07:01,49.98842
2022-09-17 05:07:02,49.98836
2022-09-17 05:07:03,49.98735
2022-09-17 05:07:04,49.98509
2022-09-17 05:07:05,49.98426
2022-09-17 05:07:06,49.98377
2022-09-17 05:07:07,49.9824
2022-09-17 05:07:08,49.98073
2022-09-17 05:07:09,49.97937
2022-09-17 05:07:10,49.97962
2022-09-17 05:07:11,49.98075
2022-09-17 05:07:12,49.981
2022-09-17 05:07:13,49.97944
2022-09-17 05:07:14,49.9799
2022-09-17 05:07:15,49.98085
2022-09-17 05:07:16,49.9809
2022-09-17 05:07:17,49.98091
2022-09-17 05:07:18,49.98072
2022-09-17 05:07:19,49.98148
2022-09-17 05:07:20,49.9828
2022-09-17 05:07:21,49.98298
2022-09-17 05:07:22,49.98406
2022-09-17 05:07:23,49.98494
2022-09-17 05:07:24,49.98375
2022-09-17 05:07:25,49.98334
2022-09-17 05:07:26,49.98441
2022-09-17 05:07:27,49.98469
2022-09-17 05:07:28,49.98603
2022-09-17 05:07:29,49.98698
2022-09-17 05:07:30,49.98787
2022-09-17 05:07:31,49.9869
2022-09-17 05:07:32,49.98581
2022-09-17 05:07:33,49.98653
2022-09-17 05:07:34,49.98724
2022-09-17 05:07:35,49.98674
2022-09-17 05:07:36,49.98642
2022-09-17 05:07:37,49.98571
2022-09-17 05:07:38,49.98539
2022-09-17 05:07:39,49.98564
2022-09-17 05:07:40,49.98574
2022-09-17 05:07:41,49.9859
2022-09-17 05:07:42,49.98578
2022-09-17 05:07:43,49.987142
2022-09-17 05:07:44,49.98672
2022-09-17 05:07:45,49.98445
2022-09-17 05:07:46,49.98161
2022-09-17 05:07:47,49.9783
2022-09-17 05:07:48,49.97661
2022-09-17 05:07:49,49.97444
2022-09-17 05:07:50,49.97245
2022-09-17 05:07:51,49.97114
2022-09-17 05:07:52,49.97221
2022-09-17 05:07:53,49.97202
2022-09-17 05:07:54,49.9727
2022-09-17 05:07:55,49.97356
2022-09-17 05:07:56,49.97421
2022-09-17 05:07:57,49.97509
2022-09-17 05:07:58,49.97503
2022-09-17 05:07:59,49.97539
2022-09-17 05:08:00,49.97568
2022-09-17 05:08:01,49.97608
2022-09-17 05:08:02,49.97547
2022-09-17 05:08:03,49.97516
2022-09-17 05:08:04,49.97517
2022-09-17 05:08:05,49.97478
2022-09-17 05:08:06,49.97417
2022-09-17 05:08:07,49.97358
2022-09-17 05:08:08,49.97375
2022-09-17 05:08:09,49.97482
2022-09-17 05:08:10,49.9758
2022-09-17 05:08:11,49.97663
2022-09-17 05:08:12,49.97764
2022-09-17 05:08:13,49.97917
2022-09-17 05:08:14,49.9797
2022-09-17 05:08:15,49.97964
2022-09-17 05:08:16,49.98
2022-09-17 05:08:17,49.98025
2022-09-17 05:08:18,49.98133
2022-09-17 05:08:19,49.98275
2022-09-17 05:08:20,49.98348
2022-09-17 05:08:21,49.9841
2022-09-17 05:08:22,49.98646
2022-09-17 05:08:23,49.9886
2022-09-17 05:08:24,49.988
2022-09-17 05:08:25,49.98777
2022-09-17 05:08:26,49.98856
2022-09-17 05:08:27,49.99034
2022-09-17 05:08:28,49.99125
2022-09-17 05:08:29,49.98951
2022-09-17 05:08:30,49.98714
2022-09-17 05:08:31,49.98556
2022-09-17 05:08:32,49.98419
2022-09-17 05:08:33,49.98316
2022-09-17 05:08:34,49.9817
2022-09-17 05:08:35,49.98115
2022-09-17 05:08:36,49.98
2022-09-17 05:08:37,49.97855
2022-09-17 05:08:38,49.97815
2022-09-17 05:08:39,49.97784
2022-09-17 05:08:40,49.97664
2022-09-17 05:08:41,49.97552
2022-09-17 05:08:42,49.97465
2022-09-17 05:08:43,49.97418
2022-09-17 05:08:44,49.97313
2022-09-17 05:08:45,49.97366
2022-09-17 05:08:46,49.97355
2022-09-17 05:08:47,49.97376
2022-09-17 05:08:48,49.973438
2022-09-17 05:08:49,49.9735
2022-09-17 05:08:50,49.97413
2022-09-17 05:08:51,49.9743
2022-09-17 05:08:52,49.97526
2022-09-17 05:08:53,49.97775
2022-09-17 05:08:54,49.97911
2022-09-17 05:08:55,49.97988
2022-09-17 05:08:56,49.98113
2022-09-17 05:08:57,49.98179
2022-09-17 05:08:58,49.98245
2022-09-17 05:08:59,49.98162
2022-09-17 05:09:00,49.98012
2022-09-17 05:09:01,49.97965
2022-09-17 05:09:02,49.98074
2022-09-17 05:09:03,49.98096
2022-09-17 05:09:04,49.97935
2022-09-17 05:09:05,49.97756
2022-09-17 05:09:06,49.97627
2022-09-17 05:09:07,49.97525
2022-09-17 05:09:08,49.9754
2022-09-17 05:09:09,49.97543
2022-09-17 05:09:10,49.97474
2022-09-17 05:09:11,49.97614
2022-09-17 05:09:12,49.977
2022-09-17 05:09:13,49.97896
2022-09-17 05:09:14,49.97984
2022-09-17 05:09:15,49.979598
2022-09-17 05:09:16,49.98138
2022-09-17 05:09:17,49.98372
2022-09-17 05:09:18,49.98524
2022-09-17 05:09:19,49.98386
2022-09-17 05:09:20,49.981966
2022-09-17 05:09:21,49.981662
2022-09-17 05:09:22,49.98126
2022-09-17 05:09:23,49.980032
2022-09-17 05:09:24,49.97819
2022-09-17 05:09:25,49.97821
2022-09-17 05:09:26,49.98043
2022-09-17 05:09:27,49.98132
2022-09-17 05:09:28,49.98104
2022-09-17 05:09:29,49.98183
2022-09-17 05:09:30,49.98301
2022-09-17 05:09:31,49.98463
2022-09-17 05:09:32,49.9852
2022-09-17 05:09:33,49.98408
2022-09-17 05:09:34,49.98456
2022-09-17 05:09:35,49.98645
2022-09-17 05:09:36,49.98681
2022-09-17 05:09:37,49.98638
2022-09-17 05:09:38,49.98716
2022-09-17 05:09:39,49.98957
2022-09-17 05:09:40,49.98989
2022-09-17 05:09:41,49.98858
2022-09-17 05:09:42,49.98799
2022-09-17 05:09:43,49.98854
2022-09-17 05:09:44,49.98865
2022-09-17 05:09:45,49.98857
2022-09-17 05:09:46,49.98872
2022-09-17 05:09:47,49.98972
2022-09-17 05:09:48,49.99084
2022-09-17 05:09:49,49.99163
2022-09-17 05:09:50,49.99302
2022-09-17 05:09:51,49.9938
2022-09-17 05:09:52,49.99396
2022-09-17 05:09:53,49.99296
2022-09-17 05:09:54,49.99098
2022-09-17 05:09:55,49.99138
2022-09-17 05:09:56,49.99227
2022-09-17 05:09:57,49.99174
2022-09-17 05:09:58,49.99017
2022-09-17 05:09:59,49.99014
2022-09-17 05:10:00,49.99102
2022-09-17 05:10:01,49.99163
2022-09-17 05:10:02,49.99077
2022-09-17 05:10:03,49.9908
2022-09-17 05:10:04,49.99168
2022-09-17 05:10:05,49.99226
2022-09-17 05:10:06,49.99265
2022-09-17 05:10:07,49.99291
2022-09-17 05:10:08,49.99212
2022-09-17 05:10:09,49.98962
2022-09-17 05:10:10,49.9881
2022-09-17 05:10:11,49.98722
2022-09-17 05:10:12,49.98563
2022-09-17 05:10:13,49.98305
2022-09-17 05:10:14,49.98185
2022-09-17 05:10:15,49.9808
2022-09-17 05:10:16,49.97968
2022-09-17 05:10:17,49.97888
2022-09-17 05:10:18,49.97748
2022-09-17 05:10:19,49.97636
2022-09-17 05:10:20,49.975702
2022-09-17 05:10:21,49.97448
2022-09-17 05:10:22,49.97297
2022-09-17 05:10:23,49.97163
2022-09-17 05:10:24,49.97116
2022-09-17 05:10:25,49.97137
2022-09-17 05:10:26,49.97157
2022-09-17 05:10:27,49.97213
2022-09-17 05:10:28,49.97295
2022-09-17 05:10:29,49.97464
2022-09-17 05:10:30,49.9756
2022-09-17 05:10:31,49.97755
2022-09-17 05:10:32,49.97936
2022-09-17 05:10:33,49.98101
2022-09-17 05:10:34,49.98308
2022-09-17 05:10:35,49.98442
2022-09-17 05:10:36,49.98402
2022-09-17 05:10:37,49.98223
2022-09-17 05:10:38,49.98257
2022-09-17 05:10:39,49.9836
2022-09-17 05:10:40,49.98363
2022-09-17 05:10:41,49.98368
2022-09-17 05:10:42,49.98399
2022-09-17 05:10:43,49.98506
2022-09-17 05:10:44,49.98414
2022-09-17 05:10:45,49.98213
2022-09-17 05:10:46,49.98002
2022-09-17 05:10:47,49.97891
2022-09-17 05:10:48,49.97746
2022-09-17 05:10:49,49.97495
2022-09-17 05:10:50,49.97237
2022-09-17 05:10:51,49.97251
2022-09-17 05:10:52,49.9737
2022-09-17 05:10:53,49.97183
2022-09-17 05:10:54,49.97152
2022-09-17 05:10:55,49.97307
2022-09-17 05:10:56,49.9752
2022-09-17 05:10:57,49.97873
2022-09-17 05:10:58,49.98135
2022-09-17 05:10:59,49.981726
2022-09-17 05:11:00,49.98249
2022-09-17 05:11:01,49.98313
2022-09-17 05:11:02,49.98287
2022-09-17 05:11:03,49.98373
2022-09-17 05:11:04,49.98416
2022-09-17 05:11:05,49.9842
2022-09-17 05:11:06,49.98256
2022-09-17 05:11:07,49.98156
2022-09-17 05:11:08,49.9808
2022-09-17 05:11:09,49.98065
2022-09-17 05:11:10,49.98
2022-09-17 05:11:11,49.97953
2022-09-17 05:11:12,49.98099
2022-09-17 05:11:13,49.98175
2022-09-17 05:11:14,49.9811
2022-09-17 05:11:15,49.98299
2022-09-17 05:11:16,49.98529
2022-09-17 05:11:17,49.9876
2022-09-17 05:11:18,49.98832
2022-09-17 05:11:19,49.98869
2022-09-17 05:11:20,49.98993
2022-09-17 05:11:21,49.99218
2022-09-17 05:11:22,49.99391
2022-09-17 05:11:23,49.99252
2022-09-17 05:11:24,49.99034
2022-09-17 05:11:25,49.99042
2022-09-17 05:11:26,49.99085
2022-09-17 05:11:27,49.98924
2022-09-17 05:11:28,49.98693
2022-09-17 05:11:29,49.98445
2022-09-17 05:11:30,49.984
2022-09-17 05:11:31,49.98396
2022-09-17 05:11:32,49.98297
2022-09-17 05:11:33,49.98089
2022-09-17 05:11:34,49.98003
2022-09-17 05:11:35,49.98064
2022-09-17 05:11:36,49.98221
2022-09-17 05:11:37,49.98201
2022-09-17 05:11:38,49.98277
2022-09-17 05:11:39,49.98475
2022-09-17 05:11:40,49.98657
2022-09-17 05:11:41,49.98815
2022-09-17 05:11:42,49.99031
2022-09-17 05:11:43,49.9923
2022-09-17 05:11:44,49.99462
2022-09-17 05:11:45,49.99669
2022-09-17 05:11:46,49.99896
2022-09-17 05:11:47,49.99951
2022-09-17 05:11:48,49.99964
2022-09-17 05:11:49,50.00055
2022-09-17 05:11:50,50.00072
2022-09-17 05:11:51,50.00082
2022-09-17 05:11:52,50.00265
2022-09-17 05:11:53,50.0038
2022-09-17 05:11:54,50.00425
2022-09-17 05:11:55,50.00597
2022-09-17 05:11:56,50.00753
2022-09-17 05:11:57,50.00836
2022-09-17 05:11:58,50.00933
2022-09-17 05:11:59,50.0107
2022-09-17 05:12:00,50.01054
2022-09-17 05:12:01,50.00956
2022-09-17 05:12:02,50.00687
2022-09-17 05:12:03,50.00489
2022-09-17 05:12:04,50.0028
2022-09-17 05:12:05,50.00098
2022-09-17 05:12:06,49.99999
2022-09-17 05:12:07,50.00046
2022-09-17 05:12:08,50.00116
2022-09-17 05:12:09,50.00206
2022-09-17 05:12:10,50.00206
2022-09-17 05:12:11,50.00224
2022-09-17 05:12:12,50.00266
2022-09-17 05:12:13,50.00352
2022-09-17 05:12:14,50.00303
2022-09-17 05:12:15,50.00154
2022-09-17 05:12:16,49.99998
2022-09-17 05:12:17,49.99762
2022-09-17 05:12:18,49.99604
2022-09-17 05:12:19,49.99563
2022-09-17 05:12:20,49.99382
2022-09-17 05:12:21,49.9937
2022-09-17 05:12:22,49.99503
2022-09-17 05:12:23,49.99735
2022-09-17 05:12:24,50.0007
2022-09-17 05:12:25,50.0029
2022-09-17 05:12:26,50.00291
2022-09-17 05:12:27,50.0039
2022-09-17 05:12:28,50.00633
2022-09-17 05:12:29,50.00867
2022-09-17 05:12:30,50.009
2022-09-17 05:12:31,50.00832
2022-09-17 05:12:32,50.00804
2022-09-17 05:12:33,50.00756
2022-09-17 05:12:34,50.00606
2022-09-17 05:12:35,50.00507
2022-09-17 05:12:36,50.00593
2022-09-17 05:12:37,50.00774
2022-09-17 05:12:38,50.00901
2022-09-17 05:12:39,50.00882
2022-09-17 05:12:40,50.0081
2022-09-17 05:12:41,50.00875
2022-09-17 05:12:42,50.00976
2022-09-17 05:12:43,50.00979
2022-09-17 05:12:44,50.00845
2022-09-17 05:12:45,50.00704
2022-09-17 05:12:46,50.00538
2022-09-17 05:12:47,50.00263
2022-09-17 05:12:48,50.0004
2022-09-17 05:12:49,49.99861
2022-09-17 05:12:50,49.99709
2022-09-17 05:12:51,49.99568
2022-09-17 05:12:52,49.99511
2022-09-17 05:12:53,49.99616
2022-09-17 05:12:54,49.99605
2022-09-17 05:12:55,49.99397
2022-09-17 05:12:56,49.99209
2022-09-17 05:12:57,49.99076
2022-09-17 05:12:58,49.99062
2022-09-17 05:12:59,49.99018
2022-09-17 05:13:00,49.9878
2022-09-17 05:13:01,49.98541
2022-09-17 05:13:02,49.98334
2022-09-17 05:13:03,49.98273
2022-09-17 05:13:04,49.98128
2022-09-17 05:13:05,49.97972
2022-09-17 05:13:06,49.97938
2022-09-17 05:13:07,49.98052
2022-09-17 05:13:08,49.9827
2022-09-17 05:13:09,49.98419
2022-09-17 05:13:10,49.9844
2022-09-17 05:13:11,49.98595
2022-09-17 05:13:12,49.98804
2022-09-17 05:13:13,49.98912
2022-09-17 05:13:14,49.98893
2022-09-17 05:13:15,49.98786
2022-09-17 05:13:16,49.98757
2022-09-17 05:13:17,49.98811
2022-09-17 05:13:18,49.98726
2022-09-17 05:13:19,49.98594
2022-09-17 05:13:20,49.98456
2022-09-17 05:13:21,49.984146
2022-09-17 05:13:22,49.9847
2022-09-17 05:13:23,49.98439
2022-09-17 05:13:24,49.98493
2022-09-17 05:13:25,49.9859
2022-09-17 05:13:26,49.98681
2022-09-17 05:13:27,49.98725
2022-09-17 05:13:28,49.98748
2022-09-17 05:13:29,49.98827
2022-09-17 05:13:30,49.98978
2022-09-17 05:13:31,49.990182
2022-09-17 05:13:32,49.98915
2022-09-17 05:13:33,49.9895
2022-09-17 05:13:34,49.99119
2022-09-17 05:13:35,49.99235
2022-09-17 05:13:36,49.9939
2022-09-17 05:13:37,49.9941
2022-09-17 05:13:38,49.99571
2022-09-17 05:13:39,49.997
2022-09-17 05:13:40,49.99617
2022-09-17 05:13:41,49.99535
2022-09-17 05:13:42,49.99488
2022-09-17 05:13:43,49.99469
2022-09-17 05:13:44,49.9929
2022-09-17 05:13:45,49.99107
2022-09-17 05:13:46,49.99081
2022-09-17 05:13:47,49.99066
2022-09-17 05:13:48,49.99031
2022-09-17 05:13:49,49.99103
2022-09-17 05:13:50,49.99249
2022-09-17 05:13:51,49.99338
2022-09-17 05:13:52,49.9948
2022-09-17 05:13:53,49.99637
2022-09-17 05:13:54,49.99771
2022-09-17 05:13:55,49.9991
2022-09-17 05:13:56,50.00048
2022-09-17 05:13:57,50.00082
2022-09-17 05:13:58,49.99995
2022-09-17 05:13:59,50.00055
2022-09-17 05:14:00,50.002402
2022-09-17 05:14:01,50.00325
2022-09-17 05:14:02,50.003634
2022-09-17 05:14:03,50.00436
2022-09-17 05:14:04,50.00572
2022-09-17 05:14:05,50.00811
2022-09-17 05:14:06,50.01004
2022-09-17 05:14:07,50.01129
2022-09-17 05:14:08,50.01199
2022-09-17 05:14:09,50.0135
2022-09-17 05:14:10,50.0143
2022-09-17 05:14:11,50.01395
2022-09-17 05:14:12,50.0119
2022-09-17 05:14:13,50.01021
2022-09-17 05:14:14,50.0086
2022-09-17 05:14:15,50.00698
2022-09-17 05:14:16,50.00515
2022-09-17 05:14:17,50.00243
2022-09-17 05:14:18,50.00229
2022-09-17 05:14:19,50.00318
2022-09-17 05:14:20,50.00329
2022-09-17 05:14:21,50.0032
2022-09-17 05:14:22,50.004
2022-09-17 05:14:23,50.00644
2022-09-17 05:14:24,50.00925
2022-09-17 05:14:25,50.01026
2022-09-17 05:14:26,50.00914
2022-09-17 05:14:27,50.0074
2022-09-17 05:14:28,50.00679
2022-09-17 05:14:29,50.0065
2022-09-17 05:14:30,50.00441
2022-09-17 05:14:31,50.00112
2022-09-17 05:14:32,49.998
2022-09-17 05:14:33,49.99504
2022-09-17 05:14:34,49.9929
2022-09-17 05:14:35,49.99135
2022-09-17 05:14:36,49.98917
2022-09-17 05:14:37,49.98669
2022-09-17 05:14:38,49.98441
2022-09-17 05:14:39,49.9833
2022-09-17 05:14:40,49.98345
2022-09-17 05:14:41,49.98229
2022-09-17 05:14:42,49.9806
2022-09-17 05:14:43,49.97919
2022-09-17 05:14:44,49.97967
2022-09-17 05:14:45,49.97986
2022-09-17 05:14:46,49.98063
2022-09-17 05:14:47,49.98159
2022-09-17 05:14:48,49.98303
2022-09-17 05:14:49,49.98471
2022-09-17 05:14:50,49.98479
2022-09-17 05:14:51,49.98447
2022-09-17 05:14:52,49.98481
2022-09-17 05:14:53,49.98581
2022-09-17 05:14:54,49.98636
2022-09-17 05:14:55,49.98498
2022-09-17 05:14:56,49.98393
2022-09-17 05:14:57,49.98279
2022-09-17 05:14:58,49.9818
2022-09-17 05:14:59,49.98112
2022-09-17 05:15:00,49.9815
2022-09-17 05:15:01,49.98302
2022-09-17 05:15:02,49.9847
2022-09-17 05:15:03,49.9859
2022-09-17 05:15:04,49.98628
2022-09-17 05:15:05,49.98632
2022-09-17 05:15:06,49.987364
2022-09-17 05:15:07,49.98755
2022-09-17 05:15:08,49.9875
2022-09-17 05:15:09,49.98828
2022-09-17 05:15:10,49.98851
2022-09-17 05:15:11,49.98742
2022-09-17 05:15:12,49.98611
2022-09-17 05:15:13,49.9848
2022-09-17 05:15:14,49.98257
2022-09-17 05:15:15,49.98127
2022-09-17 05:15:16,49.981366
2022-09-17 05:15:17,49.98124
2022-09-17 05:15:18,49.98006
2022-09-17 05:15:19,49.97896
2022-09-17 05:15:20,49.97916
2022-09-17 05:15:21,49.97992
2022-09-17 05:15:22,49.97972
2022-09-17 05:15:23,49.979632
2022-09-17 05:15:24,49.98021
2022-09-17 05:15:25,49.98033
2022-09-17 05:15:26,49.97988
2022-09-17 05:15:27,49.97962
2022-09-17 05:15:28,49.9796
2022-09-17 05:15:29,49.97989
2022-09-17 05:15:30,49.98098
2022-09-17 05:15:31,49.98228
2022-09-17 05:15:32,49.98365
2022-09-17 05:15:33,49.98511
2022-09-17 05:15:34,49.98694
2022-09-17 05:15:35,49.98964
2022-09-17 05:15:36,49.9913
2022-09-17 05:15:37,49.9932
2022-09-17 05:15:38,49.99393
2022-09-17 05:15:39,49.99418
2022-09-17 05:15:40,49.99423
2022-09-17 05:15:41,49.99392
2022-09-17 05:15:42,49.9941
2022-09-17 05:15:43,49.99439
2022-09-17 05:15:44,49.99405
2022-09-17 05:15:45,49.995
2022-09-17 05:15:46,49.99677
2022-09-17 05:15:47,49.99753
2022-09-17 05:15:48,49.99808
2022-09-17 05:15:49,49.9999
2022-09-17 05:15:50,50.00231
2022-09-17 05:15:51,50.005
2022-09-17 05:15:52,50.00677
2022-09-17 05:15:53,50.0074
2022-09-17 05:15:54,50.00749
2022-09-17 05:15:55,50.00757
2022-09-17 05:15:56,50.00767
2022-09-17 05:15:57,50.0074
2022-09-17 05:15:58,50.00668
2022-09-17 05:15:59,50.00767
2022-09-17 05:16:00,50.00893
2022-09-17 05:16:01,50.00842
2022-09-17 05:16:02,50.00706
2022-09-17 05:16:03,50.00629
2022-09-17 05:16:04,50.0071
2022-09-17 05:16:05,50.00785
2022-09-17 05:16:06,50.00724
2022-09-17 05:16:07,50.00621
2022-09-17 05:16:08,50.00595
2022-09-17 05:16:09,50.00539
2022-09-17 05:16:10,50.00589
2022-09-17 05:16:11,50.006472
2022-09-17 05:16:12,50.00737
2022-09-17 05:16:13,50.00888
2022-09-17 05:16:14,50.01037
2022-09-17 05:16:15,50.00991
2022-09-17 05:16:16,50.00812
2022-09-17 05:16:17,50.00744
2022-09-17 05:16:18,50.0079
2022-09-17 05:16:19,50.00825
2022-09-17 05:16:20,50.00837
2022-09-17 05:16:21,50.00753
2022-09-17 05:16:22,50.00768
2022-09-17 05:16:23,50.00773
2022-09-17 05:16:24,50.00748
2022-09-17 05:16:25,50.00638
2022-09-17 05:16:26,50.00536
2022-09-17 05:16:27,50.00519
2022-09-17 05:16:28,50.00563
2022-09-17 05:16:29,50.00629
2022-09-17 05:16:30,50.00702
2022-09-17 05:16:31,50.0053
2022-09-17 05:16:32,50.00403
2022-09-17 05:16:33,50.00351
2022-09-17 05:16:34,50.00247
2022-09-17 05:16:35,49.99995
2022-09-17 05:16:36,49.9977
2022-09-17 05:16:37,49.99471
2022-09-17 05:16:38,49.99302
2022-09-17 05:16:39,49.99245
2022-09-17 05:16:40,49.99102
2022-09-17 05:16:41,49.99006
2022-09-17 05:16:42,49.9914
2022-09-17 05:16:43,49.99365
2022-09-17 05:16:44,49.99541
2022-09-17 05:16:45,49.99568
2022-09-17 05:16:46,49.9967
2022-09-17 05:16:47,49.9982
2022-09-17 05:16:48,49.99914
2022-09-17 05:16:49,50.00042
2022-09-17 05:16:50,50.00222
2022-09-17 05:16:51,50.00426
2022-09-17 05:16:52,50.00716
2022-09-17 05:16:53,50.00841
